25,0
68,0
133,0
160,0
169,0
192,0
213,0
234,0
274,0
343,0
365,0
434,0
464,0
510,1
512,0
521,0
717,0
745,0
825,0
888,0
900,0
908,0
922,0
935,0
940,0
956,0
976,0
995,0
1000,0
1012,1
1024,0
1037,0
1063,0
1072,0
1134,0
1152,0
1190,0
1319,0
1424,0
1513,1
1536,0
1594,0
1775,0
1810,0
1829,0
1864,0
1880,0
1910,1
2048,0
2211,0
2384,0
2554,1
2560,0
2601,0
2635,0
2639,0
2645,0
2649,0
2665,0
2677,0
2709,0
2725,0
2788,0
2815,0
2831,0
2858,0
3023,0
3030,0
3068,1
3072,0
3147,0
3214,0
3284,0
3348,0
3413,0
3548,1
3584,0
3659,0
3791,0
3859,0
3923,0
4045,0
4068,1
4096,0
4259,0
4424,0
4604,1
4608,0
4743,0
4758,0
4807,0
4817,0
4824,0
4856,0
4873,0
4911,0
4925,0
4946,0
4973,0
4989,0
5029,0
5037,1
5120,0
5200,0
5277,0
5349,0
5361,0
5377,0
5481,0
5513,0
5542,0
5549,0
5569,0
5590,1
5632,0
5736,0
5799,0
5917,1
6144,0
6370,0
6521,0
6597,0
6622,0
6652,1
6656,0
6715,0
6732,0
6754,0
6819,0
6887,0
6924,0
6980,0
7048,0
7072,0
7086,0
7111,1
