101,0
125,0
155,0
194,0
208,0
241,0
265,0
270,0
275,0
288,0
304,0
332,0
350,0
355,0
365,0
378,0
401,0
412,0
427,0
446,0
472,0
482,0
491,0
506,0
539,0
550,0
567,0
591,0
607,0
659,0
706,0
747,0
799,0
851,0
971,0
1068,0
1105,0
1155,0
1230,0
1236,0
1242,0
1395,0
1446,0
1496,0
1533,0
1558,0
1568,0
1577,0
1620,0
1719,1
2048,0
2337,0
3024,0
3332,0
3745,0
3818,0
3960,0
3987,0
4096,0
4349,0
4874,0
5902,0
5928,0
5953,0
5971,0
5990,0
6003,0
6014,0
6043,0
6053,0
6107,0
6144,0
8072,1
8192,0
10145,1
10240,0
11667,0
11781,0
11821,0
11849,0
11885,0
12059,0
12080,0
12119,0
12254,0
12276,1
12288,0
13513,0
13608,0
13655,0
13711,0
13765,0
13787,0
13801,0
13820,0
13845,0
13873,0
13902,0
14002,0
14099,0
14136,1
14336,0
16264,1
