55,0
76,0
96,0
110,0
124,0
141,0
163,0
179,0
197,0
211,0
232,0
254,0
280,0
298,0
348,0
398,0
416,0
442,0
503,0
536,0
579,0
657,0
689,0
742,0
790,0
804,0
819,0
830,0
842,0
909,0
1006,0
1050,0
1073,0
1113,0
1130,0
1142,0
1188,0
1211,0
1251,0
1256,0
1269,0
1295,0
1340,0
1375,0
1443,0
1463,0
1488,0
1506,0
1525,0
1555,0
1583,0
1612,0
1641,0
1670,0
1699,0
1728,0
1792,0
1814,0
1832,0
1851,0
1870,0
1889,0
1952,0
1961,0
1973,0
2001,0
2052,0
2091,0
2129,0
2150,0
2162,0
2181,0
2201,0
2228,0
2248,0
2267,0
2288,0
2306,0
2327,0
2354,0
2382,0
2399,0
2414,0
2433,0
2585,0
2690,0
2765,0
2785,0
2889,1
3072,0
3096,0
3122,0
3136,0
3150,0
3164,0
3187,0
3219,0
3249,0
3277,0
3313,0
3323,0
3330,0
3337,0
3343,0
3410,0
3420,0
3453,1
3456,0
3492,0
3502,0
3507,1
