117,0
159,0
251,0
351,0
411,0
465,0
515,0
551,0
571,0
604,0
660,0
692,0
735,0
792,0
839,0
881,0
922,0
965,0
1009,0
1058,0
1105,0
1151,0
1194,0
1241,0
1286,0
1314,0
1350,0
1389,0
1422,0
1460,0
1495,0
1532,0
1570,0
1606,0
1646,0
1679,0
1717,0
1752,0
1786,0
1824,0
1862,0
1922,0
1982,0
2028,0
2083,0
2128,0
2178,0
2216,0
2298,0
2366,0
2429,0
2496,0
2556,0
2583,0
2609,0
2677,0
2750,0
2788,0
2824,0
2870,0
2940,0
2977,0
3015,0
3057,0
3091,0
3129,0
3157,0
3185,0
3223,0
3259,0
3310,0
3344,0
3395,0
3418,0
3450,0
3471,0
3491,0
3523,0
3538,0
3555,0
3575,0
3600,0
3620,0
3634,0
3647,0
3710,0
3722,0
3735,0
3749,0
3756,0
3779,0
3793,0
3806,0
3816,0
3827,0
3843,0
3854,0
3864,0
3888,0
3905,0
3923,0
3934,0
3945,0
4071,0
4096,0
4124,0
4160,0
4198,0
4212,0
4239,0
4259,0
4279,0
4304,0
4316,0
4344,0
4393,0
4399,0
4409,0
4415,0
4422,0
4437,0
4447,0
4624,0
4642,0
4655,0
4703,0
4769,0
4796,0
4812,0
4962,0
5112,0
5252,0
5392,0
5575,0
5758,0
5907,0
6056,0
6178,0
6300,0
6474,0
6648,0
6761,0
6852,0
6896,0
6940,0
6971,0
7002,0
7027,0
7052,0
7140,0
7228,0
7253,0
7278,0
7307,0
7336,0
7409,0
7482,0
7521,0
7560,0
7593,0
7626,0
7666,0
7706,0
7733,0
7760,0
7776,0
7792,0
7835,0
7878,0
7909,0
7940,0
7991,0
8042,0
8075,0
8100,0
8125,0
8158,0
