18,0
81,0
125,0
176,0
226,0
254,0
357,0
394,0
512,0
616,0
725,0
740,0
772,0
838,0
892,0
951,0
984,0
995,0
1008,0
1024,0
1115,0
1206,0
1248,0
1285,0
1342,0
1432,0
1481,0
1532,0
1536,0
1610,0
1697,0
1730,0
1851,0
1924,0
1975,0
2032,0
2048,0
2176,0
2224,0
2283,0
2401,0
2442,0
2497,0
2547,0
2560,0
2644,0
2717,0
2846,0
2902,0
2951,0
3022,0
3054,0
3140,0
3191,0
3250,0
3316,0
3336,0
3357,0
3381,0
3419,0
3442,0
3473,0
3503,0
3556,0
3578,0
3584,0
3651,0
3713,0
3751,0
3848,0
3887,0
3891,0
3938,0
4005,0
4086,0
