122,0
180,0
220,0
258,0
290,0
315,0
338,0
360,0
381,0
402,0
423,0
442,0
460,0
477,0
494,0
503,0
512,0
594,0
673,0
736,0
789,0
859,0
867,0
941,0
1024,0
1068,0
1110,0
1152,0
1193,0
1233,0
1273,0
1309,0
1344,0
1378,0
1412,0
1446,0
1479,0
1512,0
1536,0
1569,0
1602,0
1634,0
1666,0
1698,0
1730,0
1762,0
1794,0
1825,0
1856,0
1886,0
1915,0
1944,0
1971,0
1988,0
2005,0
2026,0
2048,0
2095,0
2140,0
2183,0
2222,0
2260,0
2299,0
2337,0
2375,0
2413,0
2451,0
2488,0
2524,0
2560,0
2649,0
2733,0
2813,0
2889,0
2964,0
3039,0
3052,0
3072,0
3145,0
3217,0
3287,0
3356,0
3422,0
3486,0
3548,0
3563,0
3584,0
3644,0
3703,0
3760,0
3817,0
3874,0
3931,0
3987,0
4040,0
4051,0
4070,0
