35,0
65,0
101,0
134,0
144,0
157,0
220,0
227,0
247,0
266,0
285,0
304,0
325,0
344,0
363,0
382,0
401,0
419,0
457,0
482,0
506,1
512,0
533,0
547,0
591,0
625,0
659,0
682,0
704,0
726,0
745,0
805,0
869,0
930,0
960,0
994,0
1024,0
1053,0
1083,0
1111,0
1152,0
1192,0
1223,0
1294,0
1323,0
1373,0
1453,0
1536,0
1620,0
1713,0
1795,0
1872,0
1926,0
1977,0
2028,0
2047,1
2048,1
2231,1
2375,1
2548,1
2560,1
2615,1
2732,1
2795,1
2933,1
2970,1
3035,1
3072,1
3166,1
3328,1
3445,1
3468,1
3568,1
3584,1
3682,1
3774,1
3907,1
3989,1
4023,1
