83,0
184,0
231,0
275,0
369,0
405,0
512,0
548,0
584,0
609,0
719,0
886,0
917,0
947,0
979,0
1024,0
1061,0
1104,0
1138,0
1175,0
1215,0
1256,0
1295,0
1333,0
1371,0
1414,0
1453,0
1477,0
1500,0
1515,0
1536,0
1559,0
1577,0
1599,0
1619,0
1632,0
1648,0
1673,0
1690,0
1703,0
1720,0
1765,0
1821,0
1877,0
1898,0
1906,0
1940,0
1969,0
2005,0
2039,0
2048,1
2072,1
2102,1
2128,1
2185,1
2237,1
2278,1
2340,1
2367,1
2400,1
2434,1
2560,1
2643,1
2717,1
2787,1
2855,1
2958,1
3072,1
3127,1
3211,1
3304,1
3397,1
3507,1
3584,1
3669,1
3787,1
3893,1
4021,1
4096,0
