61,0
134,0
195,0
247,0
279,0
317,0
353,0
403,0
436,0
476,0
527,0
568,0
626,0
667,0
730,0
808,0
877,0
968,0
1045,0
1084,0
1122,0
1192,0
1236,0
1307,0
1421,0
1444,0
1462,0
1479,0
1498,0
1516,0
1538,0
1557,0
1574,0
1589,0
1608,0
1626,0
1650,0
1671,0
1694,0
1717,0
1738,0
1762,0
1788,0
1811,0
1833,0
1857,0
1886,0
1915,0
1953,0
1993,0
2069,0
2070,0
2120,0
2173,0
2223,0
2281,0
2341,0
2396,0
2454,0
2514,0
2576,0
2636,0
2696,0
2758,0
2822,0
2884,0
2946,0
2996,0
3055,0
3116,0
3174,0
3234,0
3293,0
3353,0
3405,0
3463,0
3520,0
3575,0
3632,0
3692,0
3744,0
3804,0
3866,0
3928,0
3985,0
4044,0
4096,0
4156,0
4216,0
4271,0
4329,0
4388,0
4443,0
4501,0
4560,0
4613,0
4661,0
4718,0
4773,0
4830,0
4871,0
4920,0
4974,0
5026,0
5081,0
5139,0
5195,0
5255,0
5301,0
5354,0
5412,0
5446,0
5503,0
5555,0
5611,0
5668,0
5725,0
5781,0
5838,0
5895,0
5920,0
5945,0
5971,0
5988,0
6054,0
6090,0
6136,0
6159,0
6180,0
6200,0
6217,0
6248,0
6280,0
6308,0
6337,0
6370,0
6394,0
6414,0
6454,0
6484,0
6513,0
6537,0
6561,0
6593,0
6614,0
6640,0
6670,0
6695,0
6741,0
6785,0
6851,0
6922,0
6992,0
7055,0
7108,0
7171,0
7241,0
7303,0
7379,0
7447,0
7527,1
7767,1
7955,1
8087,0
